Date Last Modified,Institution Code,Collection Code,Catalog Number,Record URL,Scientific Name,Basis of record,Citation,Kingdom,Phylum,Class,Order,Family,Genus,species,Year Identified,Month Identified,Day Identified,Year Collected,Month Collected,Day Collected,Time of Day,Locality,Longitude,Latitude,Sex,Notes,Length (m),Marked Individual,Location ID,Submitter Email Address
2015-01-28,WILDME,RhincodonTypus,1b6990de-a192-441b-9684-f7c472e5a36f,http://www.whaleshark.org:80/encounters/encounter.jsp?number=1b6990de-a192-441b-9684-f7c472e5a36f,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,1,26,2015,1,26,,"Bahia La Paz, Baja Peninsula, California",,,,Source video: https://vimeo.com/117985049#comment_12799293,,,7d,holmbergius@gmail.com
2015-01-28,WILDME,RhincodonTypus,7dfab74c-7f41-4b77-bd7f-459619943ad3,http://www.whaleshark.org:80/encounters/encounter.jsp?number=7dfab74c-7f41-4b77-bd7f-459619943ad3,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,1,23,2015,1,23,18:9,Saint Helena Island,-5.715529918670654,-15.907641529314768,male,,,,2h1,phil.sharman@gmail.com
2015-01-27,WILDME,RhincodonTypus,a4190d01-3409-4230-9e5c-68b3a8d118ed,http://www.whaleshark.org:80/encounters/encounter.jsp?number=a4190d01-3409-4230-9e5c-68b3a8d118ed,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,1,23,2015,1,23,,"Cenderawasih Bay, Indonesia",,,,Source video: https://www.youtube.com/watch?v=uyTLfubcZKw,,,1c,holmbergius@gmail.com
2015-01-25,WILDME,RhincodonTypus,c36d6d64-d165-4d48-9a7b-cab44441994d,http://www.whaleshark.org:80/encounters/encounter.jsp?number=c36d6d64-d165-4d48-9a7b-cab44441994d,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,1,20,2015,1,20,,"Oslob, Cebu, Philippines",,,,Source video: https://www.youtube.com/watch?v=Tua2Ku2fAL0,,,6a2,holmbergius@gmail.com
2015-01-25,WILDME,RhincodonTypus,c0b86d55-13c5-487f-aa7e-9c2025c3b1a1,http://www.whaleshark.org:80/encounters/encounter.jsp?number=c0b86d55-13c5-487f-aa7e-9c2025c3b1a1,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,1,20,2015,1,20,,"Oslob, Cebu, Philippines",,,,Source video: https://www.youtube.com/watch?v=Tua2Ku2fAL0,,,6a2,holmbergius@gmail.com
2015-01-14,WILDME,RhincodonTypus,7ae7de1d-723d-4de1-a4dd-a0396dab242a,http://www.whaleshark.org:80/encounters/encounter.jsp?number=7ae7de1d-723d-4de1-a4dd-a0396dab242a,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,1,14,2015,1,14,12:30,"Tofo Beach, Mozambique",35.5122,-23.9736,male,,,,4a1,alex.watts@marinemegafauna.com
2015-01-13,WILDME,RhincodonTypus,7fdf659c-d6b8-49e8-937b-e59eef6a0abe,http://www.whaleshark.org:80/encounters/encounter.jsp?number=7fdf659c-d6b8-49e8-937b-e59eef6a0abe,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,1,13,2015,1,13,,"la paz, Mexico",-110.40401458740234,24.181955403916888,,,,,None,yann.chazotier@gmail.com
2015-01-13,WILDME,RhincodonTypus,e14ae14b-22c9-4aac-b296-7f1ef0b0a933,http://www.whaleshark.org:80/encounters/encounter.jsp?number=e14ae14b-22c9-4aac-b296-7f1ef0b0a933,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,1,13,2015,1,13,,"la paz, mexico",-110.40264129638672,24.180984491028582,,,,,None,yann.chazotier@gmail.com
2015-01-13,WILDME,RhincodonTypus,c624c4da-fb10-4e7b-8156-33eea58bb99c,http://www.whaleshark.org:80/encounters/encounter.jsp?number=c624c4da-fb10-4e7b-8156-33eea58bb99c,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,1,13,2015,1,13,,"la paz, mexico",-110.40882110595703,24.17840997480728,,,,,None,yann.chazotier@gmail.com
2015-01-16,WILDME,RhincodonTypus,e2f2aa61-6424-47d7-aeb4-58447031ede6,http://www.whaleshark.org:80/encounters/encounter.jsp?number=e2f2aa61-6424-47d7-aeb4-58447031ede6,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,1,12,2015,1,12,,"HTMS Chang Wreck near Ko Chang, Thailand",,,,Source video: https://www.youtube.com/watch?v=Pc5fdJZvGlk,,,1e,holmbergius@gmail.com
